name,dscr,interest_coverage,debt_ebitda,current_ratio,dscr_score,interest_coverage_score,debt_ebitda_score,current_ratio_score,total_score,rating,risk_band
BHP Group Limited,129.48,10.79,0.95,,5.0,5.0,5.0,0.0,5.0,AAA,Low
